"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","","","2018-07-22 21:58:39","2018-07-22 21:58:39","2018-07-22 21:58:39",0,0,"ANSWERED","DOCUMENTATION","1532296717.17",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","","","2018-07-22 21:58:39",,"2018-07-22 21:58:40",1,0,"FAILED","DOCUMENTATION","1532296719.18",""
"XXX","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","Wait","10","2018-07-22 21:58:40",,"2018-07-22 21:58:42",2,0,"FAILED","OMIT","1532296720.19","yackity"
"XXX","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","Wait","10","2018-07-22 21:58:40",,"2018-07-22 21:58:42",2,0,"FAILED","OMIT","1532296720.19","yackity"
"ZZZ","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","Answer","","2018-07-22 21:58:40","2018-07-22 21:58:42","2018-07-22 21:58:42",2,0,"ANSWERED","OMIT","1532296720.19","schmackity"
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","Park","700","2018-07-22 21:58:42","2018-07-22 21:58:42","2018-07-22 21:58:45",3,3,"ANSWERED","DOCUMENTATION","1532296722.20",""
"200","200","200","default","""Bob"" <200>","CDRTestChannel/Bob","","Park","701","2018-07-22 21:58:42","2018-07-22 21:58:42","2018-07-22 21:58:45",3,3,"ANSWERED","DOCUMENTATION","1532296722.21",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Dial","CDRTestChannel/Bob","2018-07-22 21:58:45","2018-07-22 21:58:49","2018-07-22 21:58:50",5,1,"ANSWERED","DOCUMENTATION","1532296725.22",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Charlie","Dial","CDRTestChannel/Bob","2018-07-22 21:58:49","2018-07-22 21:58:49","2018-07-22 21:58:50",1,1,"ANSWERED","DOCUMENTATION","1532296725.22",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/David","Dial","CDRTestChannel/Bob","2018-07-22 21:58:49","2018-07-22 21:58:49","2018-07-22 21:58:50",1,1,"ANSWERED","DOCUMENTATION","1532296725.22",""
"200","200","200","default","""Bob"" <200>","CDRTestChannel/Bob","CDRTestChannel/David","AppDial","(Outgoing Line)","2018-07-22 21:58:45","2018-07-22 21:58:48","2018-07-22 21:58:50",5,2,"ANSWERED","DOCUMENTATION","1532296725.23",""
"300","300","300","default","""Charlie"" <300>","CDRTestChannel/Charlie","CDRTestChannel/David","Dial","CDRTestChannel/David","2018-07-22 21:58:45","2018-07-22 21:58:46","2018-07-22 21:58:50",5,4,"ANSWERED","DOCUMENTATION","1532296725.24",""
"300","300","300","default","""Charlie"" <300>","CDRTestChannel/Charlie","CDRTestChannel/Bob","Dial","CDRTestChannel/David","2018-07-22 21:58:48","2018-07-22 21:58:48","2018-07-22 21:58:50",2,2,"ANSWERED","DOCUMENTATION","1532296725.24",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Dial","CDRTestChannel/Bob","2018-07-22 21:58:50","2018-07-22 21:58:52","2018-07-22 21:58:53",3,1,"ANSWERED","DOCUMENTATION","1532296730.26",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Dial","CDRTestChannel/Bob","2018-07-22 21:58:53","2018-07-22 21:58:54","2018-07-22 21:58:55",2,1,"ANSWERED","DOCUMENTATION","1532296733.28",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Dial","CDRTestChannel/Bob","2018-07-22 21:58:55",,"2018-07-22 21:58:55",0,0,"ANSWERED","DOCUMENTATION","1532296735.30",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","Wait","1","2018-07-22 21:58:55","2018-07-22 21:58:55","2018-07-22 21:58:55",0,0,"ANSWERED","DOCUMENTATION","1532296735.30",""
"200","","s","default",""""" <>","CDRTestChannel/Bob","","Wait","1","2018-07-22 21:58:55","2018-07-22 21:58:55","2018-07-22 21:58:55",0,0,"ANSWERED","DOCUMENTATION","1532296735.31",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Dial","CDRTestChannel/Bob&CDRTestChannel/Charlie&CDRTestChannel/David","2018-07-22 21:58:55",,"2018-07-22 21:58:55",0,0,"NO ANSWER","DOCUMENTATION","1532296735.32",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Charlie","Dial","CDRTestChannel/Bob&CDRTestChannel/Charlie&CDRTestChannel/David","2018-07-22 21:58:55",,"2018-07-22 21:58:55",0,0,"BUSY","DOCUMENTATION","1532296735.32",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/David","Dial","CDRTestChannel/Bob&CDRTestChannel/Charlie&CDRTestChannel/David","2018-07-22 21:58:55",,"2018-07-22 21:58:55",0,0,"CONGESTION","DOCUMENTATION","1532296735.32",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Dial","CDRTestChannel/Bob","2018-07-22 21:58:55",,"2018-07-22 21:58:55",0,0,"NO ANSWER","DOCUMENTATION","1532296735.36",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Dial","CDRTestChannel/Bob","2018-07-22 21:58:55",,"2018-07-22 21:58:55",0,0,"FAILED","DOCUMENTATION","1532296735.38",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Dial","CDRTestChannel/Bob","2018-07-22 21:58:55",,"2018-07-22 21:58:55",0,0,"BUSY","DOCUMENTATION","1532296735.40",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Dial","CDRTestChannel/Bob","2018-07-22 21:58:55",,"2018-07-22 21:58:55",0,0,"CONGESTION","DOCUMENTATION","1532296735.42",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Dial","CDRTestChannel/Bob","2018-07-22 21:58:55",,"2018-07-22 21:58:55",0,0,"NO ANSWER","DOCUMENTATION","1532296735.44",""
"200","","s","default",""""" <>","CDRTestChannel/Bob","","AppDial","(Outgoing Line)","2018-07-22 21:58:56","2018-07-22 21:58:57","2018-07-22 21:58:57",1,0,"ANSWERED","DOCUMENTATION","1532296736.47",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","","","2018-07-22 21:58:55","2018-07-22 21:58:56","2018-07-22 21:58:58",3,2,"ANSWERED","DOCUMENTATION","1532296735.46",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Bridge","","2018-07-22 21:58:58","2018-07-22 21:58:58","2018-07-22 21:59:02",4,4,"ANSWERED","DOCUMENTATION","1532296738.48",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Charlie","Bridge","","2018-07-22 21:59:01","2018-07-22 21:59:01","2018-07-22 21:59:02",1,1,"ANSWERED","DOCUMENTATION","1532296738.48",""
"200","200","200","default","""Bob"" <200>","CDRTestChannel/Bob","CDRTestChannel/Charlie","Bridge","","2018-07-22 21:58:58","2018-07-22 21:58:59","2018-07-22 21:59:02",4,3,"ANSWERED","DOCUMENTATION","1532296738.49",""
"300","300","300","default","""Charlie"" <300>","CDRTestChannel/Charlie","","Bridge","","2018-07-22 21:58:58","2018-07-22 21:59:01","2018-07-22 21:59:01",3,0,"ANSWERED","DOCUMENTATION","1532296738.50",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Bridge","","2018-07-22 21:59:02","2018-07-22 21:59:02","2018-07-22 21:59:05",3,3,"ANSWERED","DOCUMENTATION","1532296742.51",""
"200","200","200","default","""Bob"" <200>","CDRTestChannel/Bob","","Bridge","","2018-07-22 21:59:02","2018-07-22 21:59:02","2018-07-22 21:59:04",2,2,"ANSWERED","DOCUMENTATION","1532296742.52",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","CDRTestChannel/Bob","Bridge","","2018-07-22 21:59:05","2018-07-22 21:59:05","2018-07-22 21:59:07",2,2,"ANSWERED","DOCUMENTATION","1532296745.53",""
"200","200","200","default","""Bob"" <200>","CDRTestChannel/Bob","","Bridge","","2018-07-22 21:59:05","2018-07-22 21:59:06","2018-07-22 21:59:06",1,0,"ANSWERED","DOCUMENTATION","1532296745.54",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","Bridge","","2018-07-22 21:59:07","2018-07-22 21:59:07","2018-07-22 21:59:09",2,2,"ANSWERED","DOCUMENTATION","1532296747.55",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","Wait","","2018-07-22 21:59:09","2018-07-22 21:59:09","2018-07-22 21:59:09",0,0,"ANSWERED","DOCUMENTATION","1532296747.55",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","Bridge","","2018-07-22 21:59:09","2018-07-22 21:59:09","2018-07-22 21:59:11",2,2,"ANSWERED","DOCUMENTATION","1532296749.56",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","VoiceMailMain","1","2018-07-22 21:59:11","2018-07-22 21:59:11","2018-07-22 21:59:11",0,0,"ANSWERED","DOCUMENTATION","1532296751.57",""
"100","","s","default",""""" <>","CDRTestChannel/Alice","","AppDial","(Outgoing Line)","2018-07-22 21:59:11",,"2018-07-22 21:59:11",0,0,"NO ANSWER","DOCUMENTATION","1532296751.58",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","Wait","1","2018-07-22 21:59:11",,"2018-07-22 21:59:11",0,0,"NO ANSWER","DOCUMENTATION","1532296751.59",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","","","2018-07-22 21:59:11",,"2018-07-22 21:59:11",0,0,"NO ANSWER","DOCUMENTATION","1532296751.60",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Dial","CELTestChannel/Bob","2018-07-22 21:59:12",,"2018-07-22 21:59:12",0,0,"NO ANSWER","DOCUMENTATION","1532296752.70",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Charlie","Dial","CELTestChannel/Bob","2018-07-22 21:59:12",,"2018-07-22 21:59:12",0,0,"ANSWERED","DOCUMENTATION","1532296752.70",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","","","2018-07-22 21:59:13","2018-07-22 21:59:13","2018-07-22 21:59:17",4,4,"ANSWERED","DOCUMENTATION","1532296753.84",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Charlie","","","2018-07-22 21:59:17","2018-07-22 21:59:17","2018-07-22 21:59:17",0,0,"ANSWERED","DOCUMENTATION","1532296753.84",""
"200","200","200","default","""Bob"" <200>","CELTestChannel/Bob","CELTestChannel/Charlie","","","2018-07-22 21:59:13","2018-07-22 21:59:13","2018-07-22 21:59:19",6,6,"ANSWERED","DOCUMENTATION","1532296753.86",""
"400","100","400","default","""Alice"" <100>","CELTestChannel/David","CELTestChannel/Charlie","","","2018-07-22 21:59:15","2018-07-22 21:59:15","2018-07-22 21:59:17",2,2,"ANSWERED","DOCUMENTATION","1532296755.92",""
"300","300","300","default","""Charlie"" <300>","CELTestChannel/Charlie","","","","2018-07-22 21:59:15","2018-07-22 21:59:15","2018-07-22 21:59:16",1,1,"ANSWERED","DOCUMENTATION","1532296755.94",""
"300","300","300","default","""Charlie"" <300>","CELTestChannel/Charlie","","","","2018-07-22 21:59:17","2018-07-22 21:59:17","2018-07-22 21:59:19",2,2,"ANSWERED","DOCUMENTATION","1532296755.94",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","","","2018-07-22 21:59:23","2018-07-22 21:59:23","2018-07-22 21:59:25",2,2,"ANSWERED","DOCUMENTATION","1532296763.115",""
"200","200","200","default","""Bob"" <200>","CELTestChannel/Bob","","","","2018-07-22 21:59:23","2018-07-22 21:59:23","2018-07-22 21:59:24",1,1,"ANSWERED","DOCUMENTATION","1532296763.117",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Dial","CELTestChannel/Bob","2018-07-22 21:59:27","2018-07-22 21:59:27","2018-07-22 21:59:30",3,3,"ANSWERED","DOCUMENTATION","1532296767.130",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Dial","CELTestChannel/Bob","2018-07-22 21:59:31","2018-07-22 21:59:31","2018-07-22 21:59:34",3,3,"ANSWERED","DOCUMENTATION","1532296771.145",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Dial","CELTestChannel/Bob","2018-07-22 21:59:35","2018-07-22 21:59:35","2018-07-22 21:59:35",0,0,"ANSWERED","DOCUMENTATION","1532296775.160",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","","Wait","1","2018-07-22 21:59:35","2018-07-22 21:59:35","2018-07-22 21:59:35",0,0,"ANSWERED","DOCUMENTATION","1532296775.160",""
"200","","s","default",""""" <>","CELTestChannel/Bob","","Wait","1","2018-07-22 21:59:35","2018-07-22 21:59:35","2018-07-22 21:59:35",0,0,"ANSWERED","DOCUMENTATION","1532296775.163",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Dial","CELTestChannel/Bob&CELTestChannel/Charlie&CELTestChannel/David","2018-07-22 21:59:36",,"2018-07-22 21:59:36",0,0,"NO ANSWER","DOCUMENTATION","1532296776.171",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Charlie","Dial","CELTestChannel/Bob&CELTestChannel/Charlie&CELTestChannel/David","2018-07-22 21:59:36",,"2018-07-22 21:59:36",0,0,"BUSY","DOCUMENTATION","1532296776.171",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/David","Dial","CELTestChannel/Bob&CELTestChannel/Charlie&CELTestChannel/David","2018-07-22 21:59:36",,"2018-07-22 21:59:36",0,0,"FAILED","DOCUMENTATION","1532296776.171",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Dial","CELTestChannel/Bob","2018-07-22 21:59:37",,"2018-07-22 21:59:37",0,0,"NO ANSWER","DOCUMENTATION","1532296777.188",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Dial","CELTestChannel/Bob","2018-07-22 21:59:38",,"2018-07-22 21:59:38",0,0,"FAILED","DOCUMENTATION","1532296778.197",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Dial","CELTestChannel/Bob","2018-07-22 21:59:39",,"2018-07-22 21:59:39",0,0,"BUSY","DOCUMENTATION","1532296779.206",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Dial","CELTestChannel/Bob","2018-07-22 21:59:40",,"2018-07-22 21:59:40",0,0,"FAILED","DOCUMENTATION","1532296780.215",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Dial","CELTestChannel/Bob","2018-07-22 21:59:41",,"2018-07-22 21:59:41",0,0,"FAILED","DOCUMENTATION","1532296781.224",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Dial","CELTestChannel/Bob","2018-07-22 21:59:42",,"2018-07-22 21:59:42",0,0,"NO ANSWER","DOCUMENTATION","1532296782.233",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Bridge","","2018-07-22 21:59:43","2018-07-22 21:59:43","2018-07-22 21:59:47",3,3,"ANSWERED","DOCUMENTATION","1532296783.242",""
"200","200","200","default","""Bob"" <200>","CELTestChannel/Bob","","Bridge","","2018-07-22 21:59:43","2018-07-22 21:59:43","2018-07-22 21:59:46",2,2,"ANSWERED","DOCUMENTATION","1532296783.244",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","CELTestChannel/Bob","Bridge","","2018-07-22 21:59:48","2018-07-22 21:59:48","2018-07-22 21:59:51",3,3,"ANSWERED","DOCUMENTATION","1532296788.256",""
"200","200","200","default","""Bob"" <200>","CELTestChannel/Bob","","Bridge","","2018-07-22 21:59:48","2018-07-22 21:59:50","2018-07-22 21:59:50",2,0,"ANSWERED","DOCUMENTATION","1532296788.258",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","","Bridge","","2018-07-22 21:59:52","2018-07-22 21:59:52","2018-07-22 21:59:55",3,3,"ANSWERED","DOCUMENTATION","1532296792.270",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","","Wait","","2018-07-22 21:59:55","2018-07-22 21:59:55","2018-07-22 21:59:55",0,0,"ANSWERED","DOCUMENTATION","1532296792.270",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","","Bridge","","2018-07-22 21:59:56","2018-07-22 21:59:56","2018-07-22 21:59:59",3,3,"ANSWERED","DOCUMENTATION","1532296796.277",""
"100","100","100","default","""Alice"" <100>","CELTestChannel/Alice","","VoiceMailMain","1","2018-07-22 22:00:00","2018-07-22 22:00:00","2018-07-22 22:00:00",0,0,"ANSWERED","DOCUMENTATION","1532296800.284",""
"","","s","default",""""" <>","TestDeviceState/foo-00000000","","","","2018-07-22 22:00:04","2018-07-22 22:00:04","2018-07-22 22:00:04",0,0,"ANSWERED","DOCUMENTATION","1532296804.303",""
"100","100","100","default","""Alice"" <100>","ParkingTestChannel/Alice","","Park","unit_tests_res_parking_test_lot:701","2018-07-22 22:01:58","2018-07-22 22:01:58","2018-07-22 22:01:59",1,1,"ANSWERED","DOCUMENTATION","1532296918.330",""
"100","100","100","default","""Alice"" <100>","ParkingTestChannel/Alice","","Park","unit_tests_res_parking_test_lot:701","2018-07-22 22:01:59","2018-07-22 22:01:59","2018-07-22 22:02:00",1,1,"ANSWERED","DOCUMENTATION","1532296919.331",""
"","","test_message_extension","__TEST_MESSAGE_CONTEXT__",""""" <>","Message/ast_msg_queue","","MessageSend","testmsg:bar,testmsg:foo","2018-07-22 22:01:13","2018-07-22 22:01:13","2018-07-22 22:03:21",128,128,"ANSWERED","DOCUMENTATION","1532296873.304",""
